,brand,model,variant_url,variant_title,variant_id
2580,toyota,cressida,https://www.cars-data.com/en/toyota-cressida-combi-1985/4065,Toyota Cressida Combi,4065
2581,toyota,cressida,https://www.cars-data.com/en/toyota-cressida-combi-1983/4064,Toyota Cressida Combi,4064
2582,toyota,cressida,https://www.cars-data.com/en/toyota-cressida-combi-1977/4063,Toyota Cressida Combi,4063
2583,toyota,cressida,https://www.cars-data.com/en/toyota-cressida-hardtop-1977/4066,Toyota Cressida Hardtop,4066
2584,toyota,cressida,https://www.cars-data.com/en/toyota-cressida-1985/4062,Toyota Cressida,4062
2585,toyota,cressida,https://www.cars-data.com/en/toyota-cressida-1983/4061,Toyota Cressida,4061
2586,toyota,cressida,https://www.cars-data.com/en/toyota-cressida-1981/4060,Toyota Cressida,4060
2587,triumph,acclaim,https://www.cars-data.com/en/triumph-acclaim-1982/3121,Triumph Acclaim,3121
2588,triumph,tr7,https://www.cars-data.com/en/triumph-tr7-cabriolet-1980/3123,Triumph TR7 Cabriolet,3123
2589,triumph,tr7,https://www.cars-data.com/en/triumph-tr7-coupe-1979/3122,Triumph TR7 Coupe,3122
2590,tvr,sagaris,https://www.cars-data.com/en/tvr-sagaris-2006/3126,TVR Sagaris,3126
2591,tvr,tuscan,https://www.cars-data.com/en/tvr-tuscan-2003/3127,TVR Tuscan,3127
2592,tvr,chimaera,https://www.cars-data.com/en/tvr-chimaera-1994/3124,TVR Chimaera,3124
2593,tvr,griffith,https://www.cars-data.com/en/tvr-griffith-1994/3125,TVR Griffith,3125
2594,volkswagen,id3,https://www.cars-data.com/en/volkswagen-id3-2020/4688,Volkswagen ID3,4688
2595,volkswagen,id4,https://www.cars-data.com/en/volkswagen-id4-2020/4710,Volkswagen ID4,4710
2596,volkswagen,caddy,https://www.cars-data.com/en/volkswagen-caddy-cargo-2020/4713,Volkswagen Caddy Cargo,4713
2597,volkswagen,arteon,https://www.cars-data.com/en/volkswagen-arteon-shooting-brake-2020/4687,Volkswagen Arteon Shooting Brake,4687
2598,volkswagen,arteon,https://www.cars-data.com/en/volkswagen-arteon-2020/4686,Volkswagen Arteon,4686
2599,volkswagen,arteon,https://www.cars-data.com/en/volkswagen-arteon-2017/4346,Volkswagen Arteon,4346
2600,volkswagen,tiguan,https://www.cars-data.com/en/volkswagen-tiguan-allspace-2017/4351,Volkswagen Tiguan Allspace,4351
2601,volkswagen,amarok,https://www.cars-data.com/en/volkswagen-amarok-dubbele-cabine-lange-wi-2016/4509,Volkswagen Amarok Dubbele Cabine Lange Wi,4509
2602,volkswagen,beetle,https://www.cars-data.com/en/volkswagen-beetle-coupe-2016/3664,Volkswagen Beetle Coupe,3664
2603,volkswagen,golf,https://www.cars-data.com/en/volkswagen-golf-sportsvan-2018/4347,Volkswagen Golf Sportsvan,4347
2604,volkswagen,golf,https://www.cars-data.com/en/volkswagen-golf-sportsvan-2014/3387,Volkswagen Golf Sportsvan,3387
2605,volkswagen,xl1,https://www.cars-data.com/en/volkswagen-xl1-2014/3393,Volkswagen XL1,3393
