,brand,year,spec_title,spec_url,fuel_type,transmission
25387,Volvo,1992,1992 Volvo 850 GLE 2.5i specs,https://www.cars-data.com/en/volvo-850-gle-2-5i-specs/54465/tech,Petrol,Manual
25388,Volvo,1996,1996 Volvo 940 Polar 2.3 specs,https://www.cars-data.com/en/volvo-940-polar-2-3-specs/54635/tech,Petrol,Manual
25389,Volvo,1996,1996 Volvo 940 Polar 2.3 specs,https://www.cars-data.com/en/volvo-940-polar-2-3-specs/54636/tech,Petrol,Automatic
25390,Volvo,1996,1996 Volvo 940 Polar 2.3 Malm̦ specs,https://www.cars-data.com/en/volvo-940-polar-2-3-malmo-specs/54637/tech,Petrol,Manual
25391,Volvo,1996,1996 Volvo 940 Polar 2.3 Malm̦ specs,https://www.cars-data.com/en/volvo-940-polar-2-3-malmo-specs/54638/tech,Petrol,Automatic
25392,Volvo,1996,1996 Volvo 940 Polar 2.3 T specs,https://www.cars-data.com/en/volvo-940-polar-2-3-t-specs/54639/tech,Petrol,Manual
25393,Volvo,1996,1996 Volvo 940 Polar 2.3 T specs,https://www.cars-data.com/en/volvo-940-polar-2-3-t-specs/54640/tech,Petrol,Automatic
25394,Volvo,1996,1996 Volvo 940 Polar 2.3 T Malm̦ specs,https://www.cars-data.com/en/volvo-940-polar-2-3-t-malmo-specs/54641/tech,Petrol,Manual
25395,Volvo,1996,1996 Volvo 940 Polar 2.3 T Malm̦ specs,https://www.cars-data.com/en/volvo-940-polar-2-3-t-malmo-specs/54642/tech,Petrol,Automatic
25396,Volvo,1990,1990 Volvo 940 GL 2.0i specs,https://www.cars-data.com/en/volvo-940-gl-2-0i-specs/54600/tech,Petrol,Manual
25397,Volvo,1990,1990 Volvo 940 GL 2.3i specs,https://www.cars-data.com/en/volvo-940-gl-2-3i-specs/54603/tech,Petrol,Manual
25398,Volvo,1990,1990 Volvo 940 GL 2.3i specs,https://www.cars-data.com/en/volvo-940-gl-2-3i-specs/54604/tech,Petrol,Automatic
25399,Volvo,1990,1990 Volvo 940 GLE 16V specs,https://www.cars-data.com/en/volvo-940-gle-16v-specs/54619/tech,Petrol,Manual
25400,Volvo,1990,1990 Volvo 940 GLE 16V specs,https://www.cars-data.com/en/volvo-940-gle-16v-specs/54620/tech,Petrol,Automatic
25401,Volvo,1990,1990 Volvo 940 Turbo specs,https://www.cars-data.com/en/volvo-940-turbo-specs/54622/tech,Petrol,Manual
